latitud,longitud,tecnologia,mcc,operador,net,lac,cellid,cobertura,fecha,id
-17.379897,-66.149165,UMTS,736,Tigo,3,17800,5281031,2882,2017-09-17 03:03:50+00:00,150399
-17.377396,-66.148453,GSM,736,Viva,1,201,20121,1000,2015-12-15 08:32:53+00:00,150398
-17.379983,-66.160829,GSM,736,Viva,1,201,20443,1000,2017-09-21 14:55:07+00:00,150397
-17.382889,-66.16539,GSM,736,Viva,1,202,20101,1000,2017-01-17 10:57:15+00:00,150396
-17.379227,-66.159744,UMTS,736,Viva,1,1200,13193401,1807,2014-06-06 10:45:59+00:00,150395
-17.385177612305,-66.161727905273,GSM,736,Entel,2,10400,30371,1000,2011-06-25 22:43:07+00:00,150394
-17.394638,-66.165237,UMTS,736,Viva,1,1200,13192853,1088,2014-05-17 06:21:22+00:00,150393
-17.39502,-66.164017,UMTS,736,Viva,1,1200,13193431,1061,2014-05-31 20:00:31+00:00,150392
-17.389023,-66.167496,GSM,736,Viva,1,202,20102,1719,2017-01-17 10:57:15+00:00,150391
-17.391884,-66.145888,UMTS,736,Tigo,3,17800,5270914,500,2017-09-22 21:41:37+00:00,150390
-17.391588,-66.146204,UMTS,736,Tigo,3,17800,5260914,1000,2017-05-09 14:51:25+00:00,150389
-17.387547,-66.148699,UMTS,736,Tigo,3,17800,5281001,2273,2017-04-18 18:30:00+00:00,150388
-17.387778,-66.174498,UMTS,736,Tigo,3,17800,5280889,5373,2017-09-19 14:49:35+00:00,150387
-17.385178,-66.165161,GSM,736,Tigo,3,17461,24196,1000,2016-06-15 17:33:00+00:00,150386
-17.389297485352,-66.169967651367,UMTS,736,Tigo,3,17460,5260939,1000,2013-02-01 21:06:11+00:00,150385
-17.393446,-66.171232,UMTS,736,Tigo,3,17800,5281083,1000,2017-05-07 15:46:23+00:00,150384
-17.392039,-66.162348,UMTS,736,Tigo,3,17800,5270883,2086,2017-09-28 15:59:31+00:00,150383
-17.387819,-66.1687,GSM,736,Tigo,3,17460,14059,2093,2016-08-15 17:22:27+00:00,150382
-17.38109,-66.168279,UMTS,736,Tigo,3,17800,5271085,2317,2016-01-21 09:58:30+00:00,150381
-17.38234,-66.170516,UMTS,736,Tigo,3,17800,5260883,2631,2017-09-27 18:35:31+00:00,150380
-17.389206,-66.170517,GSM,736,Tigo,3,17461,34119,1000,2014-06-15 12:28:09+00:00,150379
-17.388611,-66.171112,UMTS,736,Tigo,3,17800,5261020,1000,2015-09-22 15:12:32+00:00,150378
-17.39046,-66.166771,UMTS,736,Tigo,3,17800,5260939,5673,2016-08-01 04:03:42+00:00,150377
-17.386811,-66.164159,UMTS,736,Tigo,3,17800,5280999,1636,2017-04-18 18:30:00+00:00,150376
-17.384265,-66.153254,UMTS,736,Tigo,3,17800,5260959,1000,2017-05-15 17:46:20+00:00,150375
-17.381058,-66.169281,UMTS,736,Entel,2,53400,13205875,1000,2012-09-30 07:30:29+00:00,150374
